Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2004-11-10,11.7996,12.5114,11.7996,12.4614,114992709.35277
2004-11-12,12.4614,13.1226,12.4614,12.5627,41084394.793899
2004-11-15,12.4614,12.5627,12.2603,12.5114,17090452.259078
2004-11-16,12.4614,12.5114,12.4107,12.4614,7756547.4683053
2004-11-17,12.4614,12.5114,12.36,12.4614,6402893.668148
2004-11-18,12.4614,12.5114,12.4107,12.4614,3561298.5538767
2004-11-19,12.5114,12.5114,12.36,12.36,5942417.6996068
2004-11-22,12.3102,12.36,12.1026,12.2603,7282341.1099951
2004-11-23,12.2097,12.2603,12.1026,12.2097,7035033.7011166
2004-11-24,12.2097,12.2097,12.1026,12.2097,6292534.5568995
2004-11-25,12.2097,12.5627,12.2097,12.5627,5565746.4699245
2004-11-26,12.5114,12.5627,12.4107,12.5627,2112941.9920111
2004-11-29,12.5114,12.6135,12.4614,12.6135,4506323.1230626
2004-11-30,12.6135,12.7639,12.5627,12.7141,9881988.9267974
2004-12-01,12.5627,12.8201,12.5114,12.8201,4886026.9001186
2004-12-02,12.7639,13.022,12.7639,12.9713,5315442.5710212
2004-12-03,12.9713,13.022,12.8691,13.022,5345357.7369946
2004-12-06,12.9199,12.9713,12.7639,12.9199,2266311.3036483
2004-12-07,12.8691,13.1724,12.8691,13.1724,5466102.6080675
2004-12-08,13.022,13.1226,12.9713,13.0719,2469557.875594
2004-12-09,12.9713,13.022,12.8691,12.9199,1664381.1122282
2004-12-10,12.8691,13.0719,12.8691,12.9713,4685678.5930059
2004-12-13,12.9199,12.9713,12.7141,12.8201,1934929.3474731
2004-12-14,12.7639,12.9199,12.7141,12.8201,3009954.3361735
2004-12-15,12.7639,12.8691,12.7141,12.7639,1697204.4898896
2004-12-16,12.7639,12.9713,12.7141,12.9199,2621752.2150016
2004-12-17,12.8691,13.223,12.8201,13.223,4902437.9672708
2004-12-20,13.223,13.733,13.223,13.6824,5984683.1292383
2004-12-21,13.5817,14.0354,13.4804,13.9348,4495555.6526831
2004-12-22,13.9847,14.4955,13.5817,13.9348,4978286.4656032
2004-12-23,13.7836,14.0354,13.4804,13.4804,2305386.2795854
2004-12-24,13.4804,13.6824,13.4297,13.6824,468373.77129524
2004-12-27,13.6824,13.6824,13.5311,13.6317,876853.7994439
2004-12-28,13.6317,13.6317,13.4297,13.4804,1158112.3106529
2004-12-29,13.4804,13.9348,13.4804,13.8334,2452796.1818082
2004-12-30,13.8841,14.242,13.8841,14.0917,2029860.8868429
2004-12-31,14.0917,14.242,14.0917,14.1424,721393.16157366
2005-01-03,14.242,14.5952,14.1921,14.4448,2778969.7161105
2005-01-04,14.3434,14.4448,14.1921,14.3434,1947755.8168073
2005-01-05,14.242,14.3434,13.9348,13.9348,2709213.6663761
2005-01-06,13.8841,14.242,13.6317,14.1424,2584169.2672926
2005-01-07,14.0917,14.3933,14.0354,14.3933,2679746.1088711
2005-01-10,14.242,14.2928,14.0354,14.0917,1999516.7627539
2005-01-11,14.1424,14.1921,13.8334,14.1424,1919816.3448793
2005-01-12,13.9847,14.1424,13.8841,14.1424,1063746.4986528
2005-01-13,14.1424,14.242,14.0354,14.1921,2983459.644913
2005-01-14,14.0917,14.1424,13.8841,13.8841,1482063.9662521
2005-01-17,13.9348,14.0354,13.733,13.9348,2166856.4320335
2005-01-18,13.4804,13.8334,13.3244,13.4297,2845910.8059211
2005-01-19,13.273,13.733,13.1226,13.733,4986756.2125115
2005-01-20,13.5817,13.8841,13.4297,13.5311,5738227.4198068
2005-01-21,13.4297,13.5311,13.223,13.3244,1979190.3648598
2005-01-24,13.223,13.4804,13.223,13.4804,1633087.0635006
2005-01-25,13.4804,13.7836,13.4297,13.733,2443433.7046769
2005-01-26,13.733,13.9348,13.6317,13.9348,1560690.1238025
2005-01-27,13.8334,13.9348,13.6824,13.6824,2191799.4139369
2005-01-28,13.6824,13.6824,13.5311,13.5311,2115470.9798577
2005-01-31,13.5817,13.5817,13.4297,13.4804,1369853.4966439
2005-02-01,13.4804,13.733,13.4297,13.6317,1549103.2812545
2005-02-02,13.6317,13.6317,13.3244,13.3751,1464669.4038262
2005-02-03,13.3751,13.4804,13.273,13.3244,1753826.961146
2005-02-04,13.3751,13.733,13.3751,13.6824,2642680.3976145
2005-02-07,13.7836,13.8334,13.6317,13.8334,1757852.9506482
2005-02-08,13.8334,13.8334,13.733,13.7836,1374621.7701896
2005-02-09,13.733,13.733,13.5311,13.5817,1101980.9653548
2005-02-10,13.5311,13.5817,13.3244,13.4297,3772584.6712583
2005-02-11,13.4804,13.6824,13.4804,13.5311,1740835.1253498
2005-02-14,13.5817,13.6824,13.5311,13.5817,1240083.0981479
2005-02-15,13.5817,13.6317,13.4297,13.4297,2450570.5730346
2005-02-16,13.5311,13.733,13.4297,13.5817,3660416.4757833
2005-02-17,13.6824,13.8334,13.6317,13.8334,3695527.630061
2005-02-18,13.733,14.1424,13.6824,14.0354,7188139.4211002
2005-02-21,13.8841,14.3434,13.8841,14.242,5483682.4306652
2005-02-22,14.2928,14.3434,14.0354,14.242,4213707.790324
2005-02-23,13.9847,14.242,13.9847,14.242,2325202.9011684
2005-02-24,14.1921,14.3933,14.1424,14.242,2918854.8226361
2005-02-25,14.3434,14.5952,14.3434,14.3933,7536784.1438745
2005-02-28,14.4955,14.5952,14.0354,14.242,2130664.8006472
2005-03-01,14.0917,14.4448,13.9348,14.2928,3030173.805378
2005-03-02,14.0917,14.1921,13.733,13.7836,1772594.1895419
2005-03-03,13.7836,14.0917,13.733,13.9847,5913610.3645928
2005-03-04,13.9348,14.242,13.9348,14.242,3305103.6301861
2005-03-07,14.1921,14.5445,14.1921,14.3933,3666921.7188577
2005-03-08,14.242,14.4448,14.1424,14.2928,2189234.3687414
2005-03-09,14.242,14.5445,14.242,14.3933,5290596.5709527
2005-03-10,14.242,14.3434,14.1921,14.242,2436543.0209767
2005-03-11,14.242,14.2928,14.1424,14.1921,2221218.4805245
2005-03-14,14.0917,14.242,13.9847,13.9847,1075064.7761198
2005-03-15,14.0354,14.1921,13.9847,13.9847,2208495.2098094
2005-03-16,13.9348,13.9847,13.5311,13.5311,2659760.3907557
2005-03-17,13.5817,13.7836,13.5311,13.733,4253102.3089734
2005-03-18,13.733,13.8334,13.6317,13.6824,3716694.5371904
2005-03-21,13.7836,13.8841,13.4804,13.4804,2015258.9039172
2005-03-22,13.5311,13.733,13.5311,13.733,956228.45782208
2005-03-23,13.6317,13.733,13.5311,13.6824,1499872.5665113
2005-03-24,13.6824,13.733,13.5311,13.5311,1930294.1131112
2005-03-29,13.5817,13.6317,13.3244,13.3751,1606727.8981374
2005-03-30,13.5817,13.8334,13.5817,13.8334,2723621.6856321
2005-03-31,13.7836,14.1424,13.7836,14.1424,2614478.5773896
2005-04-01,13.9847,14.0917,13.733,13.733,1001076.3396451
2005-04-04,13.8841,13.8841,13.6317,13.7836,1492760.5652908
2005-04-05,13.6824,13.8334,13.5311,13.8334,1400006.143777
2005-04-06,13.733,13.8841,13.6824,13.8841,1307378.5446628
2005-04-07,13.8841,13.9348,13.6824,13.7836,1006334.4957923
2005-04-11,13.6317,13.9348,13.4804,13.8841,1507089.0097079
2005-04-12,13.7836,13.8334,13.6824,13.8334,587854.1484448
2005-04-13,13.7836,13.8841,13.733,13.8334,1104692.7266594
2005-04-14,13.6824,13.8841,13.6824,13.733,740262.34523173
2005-04-15,13.6317,13.6824,13.5311,13.5817,1054422.5655841
2005-04-18,13.4804,13.4804,13.3244,13.3751,1502070.8214341
2005-04-19,13.3244,13.4804,13.3244,13.4297,911594.4333784
2005-04-20,13.4297,13.4804,13.022,13.1724,2238498.6541196
2005-04-21,13.223,13.4297,13.1724,13.3751,1392150.6151561
2005-04-22,13.3751,13.6317,13.3751,13.4804,1322804.8731845
2005-04-25,13.4804,13.5311,13.223,13.223,638553.26763572
2005-04-26,13.223,13.3751,13.1226,13.1724,1433952.2726801
2005-04-27,13.1724,13.1724,12.7639,12.8691,2413616.7638951
2005-04-28,12.8691,12.9713,12.7639,12.7639,1825768.8322346
2005-04-29,12.8201,12.9713,12.8201,12.8201,2104086.8044773
2005-05-02,12.9199,13.022,12.9199,12.9199,726146.51483702
2005-05-04,13.0719,13.273,13.022,13.1226,2263471.4765874
2005-05-05,13.1724,13.4297,13.1724,13.3751,2457243.6692848
2005-05-06,13.3751,13.4804,13.273,13.3244,1369382.2643953
2005-05-09,13.3244,13.4297,13.223,13.3751,461921.99256556
2005-05-10,13.4297,13.4297,13.022,13.1226,1434294.1958157
2005-05-11,13.022,13.3244,12.9713,13.223,531052.63380096
2005-05-12,13.223,13.5311,13.223,13.5311,1090289.6808308
2005-05-13,13.4804,13.6317,13.4297,13.4804,1756413.143408
2005-05-16,13.223,13.4804,13.223,13.4804,467280.86061816
2005-05-17,13.3244,13.5817,13.3244,13.5817,2296481.3577774
2005-05-18,13.5311,13.733,13.4804,13.733,2339736.4994669
2005-05-19,13.6824,13.733,13.5311,13.5817,834405.5963544
2005-05-20,13.4297,13.6317,13.3751,13.6317,1948203.4252758
2005-05-23,13.5311,13.6317,13.5311,13.6317,962063.53155081
2005-05-24,13.6317,13.6824,13.5311,13.5817,1563659.2599764
2005-05-25,13.5817,13.6824,13.5311,13.5817,2301581.6076038
2005-05-27,13.733,13.733,13.4804,13.5817,2530372.9461715
2005-05-30,13.5817,13.5817,13.4804,13.4804,585018.05145456
2005-05-31,13.4297,13.8334,13.3751,13.4804,3708594.0672686
2005-06-01,13.5311,13.5311,13.3244,13.4297,1720252.5959431
2005-06-02,13.4804,13.5817,13.4297,13.5311,2062886.931672
2005-06-03,13.5311,13.5817,13.4804,13.5311,1080383.856753
2005-06-06,13.4804,13.6317,13.4804,13.5817,1269668.7745543
2005-06-07,13.5817,13.6824,13.5311,13.6317,2438362.0520582
2005-06-08,13.5311,13.733,13.5311,13.733,3145474.0167752
2005-06-09,13.6317,13.7836,13.5817,13.7836,879584.21110133
2005-06-10,13.733,13.9348,13.6824,13.733,1026924.4853401
2005-06-13,13.733,14.1424,13.6824,14.0354,2242498.5331278
2005-06-14,13.9847,14.1424,13.7836,13.8334,1296274.1245751
2005-06-15,13.8334,13.9348,13.7836,13.8841,3666470.3803187
2005-06-16,13.8334,13.9847,13.7836,13.9348,2687135.3786707
2005-06-17,13.8334,14.0354,13.8334,14.0354,947073.62128581
2005-06-20,13.9348,14.1424,13.8334,13.9348,707369.33958635
2005-06-21,13.9847,13.9847,13.8841,13.8841,929926.48687435
2005-06-22,13.8841,14.1424,13.8841,14.0354,2605853.4108743
2005-06-23,14.0354,14.0917,13.8334,13.9847,1089643.1352653
2005-06-24,13.8334,13.8334,13.5817,13.6317,2379124.801332
2005-06-27,13.6317,13.733,13.4297,13.4804,1512253.9140909
2005-06-28,13.5817,13.8334,13.5311,13.733,1147347.3269871
2005-06-29,13.733,13.7836,13.6824,13.733,1005728.9810031
2005-06-30,13.6317,13.8841,13.5817,13.7836,4264278.8437587
2005-07-01,13.733,13.8334,13.733,13.8334,1077516.6758414
2005-07-04,13.8841,13.9847,13.7836,13.9847,1040372.6331028
2005-07-05,13.9348,14.0354,13.733,13.8841,2373645.3276642
2005-07-06,13.7836,13.9348,13.7836,13.8841,567734.14778886
2005-07-07,13.7836,13.8841,13.3751,13.7836,2699389.9038509
2005-07-08,13.733,13.8841,13.733,13.8334,1024231.3743884
2005-07-11,13.8334,13.8841,13.7836,13.8334,422032.61788725
2005-07-12,13.7836,13.8841,13.7836,13.8334,615863.24835686
2005-07-13,13.8334,14.1424,13.7836,14.1424,2768112.7240373
2005-07-14,14.0917,14.3434,14.0354,14.242,4191092.3724566
2005-07-15,14.242,14.3933,14.1921,14.242,3956616.4063398
2005-07-18,14.1424,14.242,13.9348,13.9847,1019066.4700055
2005-07-19,13.9847,14.0354,13.8841,13.9348,1060181.7945445
2005-07-20,13.9847,14.1424,13.8841,13.9348,1113158.743497
2005-07-21,13.9847,14.0354,13.7836,13.7836,2011497.7494255
2005-07-22,13.7836,13.8841,13.733,13.7836,2228293.1810394
2005-07-25,13.7836,13.9348,13.733,13.8841,1144896.6706225
2005-07-26,13.8841,14.0354,13.733,13.8334,1035772.2127328
2005-07-27,13.8334,13.8841,13.7836,13.8334,2070053.6405943
2005-07-28,13.8334,13.9847,13.8334,13.8841,1564619.1314699
2005-07-29,14.0354,14.3434,14.0354,14.1921,3676090.2323194
2005-08-01,14.1424,14.4448,14.1424,14.4448,1436941.3025637
2005-08-02,14.4448,14.4955,14.3434,14.4448,756275.53818983
2005-08-03,14.3434,14.3933,14.1424,14.3434,483786.42289155
2005-08-04,14.1921,14.3434,14.1921,14.1921,637523.76815833
2005-08-05,14.242,14.5445,14.242,14.5445,1012556.2535035
2005-08-08,14.5445,15.0544,14.5445,14.904,2044459.139698
2005-08-09,14.8534,15.0046,14.7013,14.9539,876638.69870768
2005-08-10,15.0046,15.2064,14.7013,14.7512,1284744.4764424
2005-08-11,14.7013,14.904,14.4448,14.4955,1386712.1722647
2005-08-12,14.4955,14.7013,14.4955,14.5952,744295.79487502
2005-08-16,14.645,14.9539,14.645,14.8019,2469642.4238603
2005-08-17,14.9595,15.0102,14.6957,14.8534,1784416.0265358
2005-08-18,14.8019,14.8534,14.4833,14.4833,466099.67160425
2005-08-19,14.5397,14.7456,14.5397,14.5397,2872615.6244904
2005-08-22,14.4833,14.7456,14.4833,14.6403,2246878.8793341
2005-08-23,14.6403,14.6957,14.4833,14.6403,1726332.6109727
2005-08-24,14.5896,14.8019,14.5896,14.5896,1129866.972938
2005-08-25,14.5896,14.6957,14.5896,14.6403,2095604.6240005
2005-08-26,14.6403,14.7456,14.6403,14.6957,569765.79289278
2005-08-29,14.6403,14.7456,14.5896,14.7456,312901.94321329
2005-08-30,14.7456,15.1718,14.6957,15.0649,1731490.0552145
2005-08-31,15.1718,15.4348,15.0102,15.1718,3062063.42204
2005-09-01,15.1718,15.2724,15.0649,15.1156,2954789.0791531
2005-09-02,15.0649,15.2225,15.0102,15.2225,4641994.4932008
2005-09-05,15.0102,15.3794,15.0102,15.2724,1583280.6745329
2005-09-06,15.1718,15.3287,15.1718,15.3287,1531665.2013385
2005-09-07,15.2724,15.3794,15.0649,15.2724,1800256.3928908
2005-09-08,15.2225,15.3287,14.9595,15.0102,1602059.0931403
2005-09-09,15.0649,15.3287,15.0649,15.2724,2748800.9053382
2005-09-12,15.3794,15.7485,15.3794,15.6422,2298618.6882142
2005-09-13,15.6422,15.7993,15.4855,15.6422,1641998.2020929
2005-09-14,15.5924,15.7485,15.4855,15.5924,1430482.0636929
2005-09-15,15.5361,16.0622,15.4855,16.0123,2601025.4561995
2005-09-16,16.0622,16.589,16.0622,16.589,3230254.7907665
2005-09-19,16.5391,17.4849,16.3823,17.3843,4030660.7938731
2005-09-20,17.6474,17.8557,17.0145,17.1712,4006475.0162955
2005-09-21,17.0145,17.0145,16.4321,16.8528,1990052.3303603
2005-09-22,16.6453,16.9589,16.5391,16.589,2472395.2159412
2005-09-23,16.5391,16.589,16.1691,16.589,973284.82718299
2005-09-26,16.2753,16.9589,16.2753,16.6951,2257836.5833127
2005-09-27,16.8012,16.9589,16.4321,16.4885,4943542.1015981
2005-09-28,16.589,16.7506,16.0123,16.0123,2530936.1868276
2005-09-29,16.0622,16.5391,16.0622,16.2247,857168.97368781
2005-09-30,16.5391,16.589,16.3823,16.589,2367120.19088
2005-10-03,16.6951,16.7506,16.2753,16.589,3538581.180747
2005-10-04,16.589,16.6951,16.4321,16.4885,909510.56728649
2005-10-05,16.3268,16.5391,16.2753,16.4885,1487794.5980049
2005-10-06,16.2753,16.4321,15.7993,15.7993,1509138.0618079
2005-10-07,15.5924,16.1691,15.5924,16.0622,1770395.9346191
2005-10-10,15.9625,16.3268,15.9625,16.2247,521639.17903849
2005-10-11,16.3268,16.6951,16.2247,16.6453,867461.481748
2005-10-12,16.589,16.589,16.1691,16.2247,490171.06035096
2005-10-13,16.2247,16.3268,15.3794,15.5361,1270195.9578616
2005-10-14,15.5361,15.6987,15.3287,15.3287,3930645.1683159
2005-10-17,15.3794,15.5924,15.3794,15.3794,1930059.1186652
2005-10-18,15.4855,15.5361,15.0102,15.1718,2009354.2022046
2005-10-19,14.8019,14.9595,14.3771,14.6957,3229965.0886189
2005-10-20,14.9595,15.0649,14.5397,14.8534,3957122.4525805
2005-10-21,14.8019,14.9595,14.7456,14.8019,2221123.9854033
2005-10-24,14.8019,14.9595,14.4833,14.7456,4211758.2067727
2005-10-25,14.8534,15.1156,14.8019,15.0102,4074080.0586676
2005-10-26,15.0649,15.1156,14.5896,15.0102,2977914.2733319
2005-10-27,14.6957,14.8534,14.6403,14.7456,2903925.8368572
2005-10-28,14.6403,14.6403,14.2758,14.4833,4953340.9969863
2005-10-31,14.5896,15.0102,14.4833,14.6403,2216756.0727656
2005-11-02,14.9595,15.2724,14.9088,15.2225,3769010.020295
2005-11-03,15.3287,15.6987,15.2225,15.6987,3541634.8651872
2005-11-04,15.6987,15.7485,15.4855,15.6422,2449583.3476904
2005-11-07,15.5924,15.6422,15.1156,15.4348,1510247.1361241
2005-11-08,15.2724,15.2724,15.0102,15.0102,1291929.8357177
2005-11-09,15.0102,15.1718,14.9595,15.1718,1594063.0651946
2005-11-10,15.3287,15.3794,14.9595,15.0649,1359701.4879085
2005-11-14,15.3287,15.3794,15.0649,15.1156,3591832.9115647
2005-11-15,15.2225,15.4855,15.1718,15.4348,3476119.9056912
2005-11-16,15.4348,15.5361,14.8019,15.0102,6115341.2845301
2005-11-17,14.9595,15.1718,14.9088,15.1718,3169168.6683943
2005-11-18,15.2724,15.3287,14.9595,15.0649,2816864.7463906
2005-11-21,15.1156,15.1156,14.9595,15.0649,1695518.4979918
2005-11-22,15.0102,15.0102,14.7456,14.8019,1545615.6652713
2005-11-23,14.8534,14.9595,14.7456,14.8534,1310509.317228
2005-11-24,14.8534,14.9088,14.5896,14.5896,2207985.4334981
2005-11-25,14.6957,14.6957,14.2196,14.3771,7957652.9797438
2005-11-28,14.5896,14.6403,14.3771,14.4833,4954993.4182489
2005-11-29,14.5397,14.5896,14.4833,14.5397,3409003.5025637
2005-11-30,14.4833,14.9088,14.4833,14.7456,4581426.8506378
2005-12-01,14.7456,14.9088,14.7456,14.9088,2720201.2109192
2005-12-02,15.0649,15.1718,14.9595,15.1718,5168927.8857352
2005-12-05,15.1718,15.2225,14.6957,14.8534,6159956.658621
2005-12-06,14.8534,14.8534,14.5896,14.7456,1285274.1464634
2005-12-07,14.7456,14.9595,14.7456,14.9088,860032.4245289
2005-12-08,14.8019,14.9088,14.6957,14.6957,1371717.2885722
2005-12-09,14.7456,14.7456,14.5896,14.6957,1856546.8878666
2005-12-12,14.6403,14.7456,14.5397,14.5896,2914192.2344234
2005-12-13,14.6403,14.7456,14.5896,14.6403,1361687.1288088
2005-12-14,14.6403,14.8019,14.5896,14.7456,4081870.932732
2005-12-15,14.7456,14.9088,14.5896,14.5896,2495471.9192025
2005-12-16,14.6403,14.7456,14.5397,14.6403,4494896.6735489
2005-12-19,14.6403,14.8534,14.5896,14.7456,1763489.0872799
2005-12-20,14.7456,15.1718,14.6957,15.1156,5356785.4298651
2005-12-21,15.1156,15.5924,15.1156,15.5361,5500493.8587253
2005-12-22,15.5361,15.5361,15.3287,15.5361,2207174.7648275
2005-12-23,15.4348,15.6422,15.4348,15.5924,1415112.9295866
2005-12-27,15.5361,15.6987,15.4855,15.6987,1517703.5471941
2005-12-28,15.5924,15.6422,15.4855,15.4855,1062049.3165434
2005-12-29,15.4348,15.5361,15.3794,15.4855,952993.24328082
2005-12-30,15.3794,15.4348,15.2225,15.2724,1181840.5329071
2006-01-02,15.1156,15.3287,15.0102,15.3287,1447879.1128326
2006-01-03,15.3287,15.5924,15.2225,15.4855,2663142.3214061
2006-01-04,15.6422,16.0123,15.5924,15.9625,6887254.5219073
2006-01-05,15.8562,15.9062,15.7485,15.9062,2373356.8688735
2006-01-06,15.9062,16.2247,15.7485,16.1184,3290308.9269477
2006-01-09,16.1691,16.5391,16.0622,16.0622,4911521.9324663
2006-01-10,15.9625,16.1691,15.9062,16.0123,2367141.3279466
2006-01-11,16.0123,16.4885,16.0123,16.4885,3196298.7150086
2006-01-12,16.3823,16.589,16.3268,16.589,2208120.9593954
2006-01-13,16.4885,16.589,16.3823,16.4885,2669851.4750051
2006-01-16,16.3823,16.8528,16.3268,16.8528,2051065.094678
2006-01-17,16.6453,16.8528,16.589,16.8012,1758081.7283098
2006-01-18,16.4885,16.589,16.3823,16.4885,1989112.3525766
2006-01-19,16.4885,17.1214,16.4885,16.9589,2976421.0017469
2006-01-20,16.6453,16.9589,16.6453,16.8012,1463148.7783903
2006-01-23,16.589,16.9082,16.4321,16.8528,1607349.5765659
2006-01-24,16.8528,16.8528,16.5391,16.5391,1509593.1304175
2006-01-25,16.8528,17.2773,16.6951,17.2773,5179906.7267804
2006-01-26,17.3281,17.3281,16.9589,17.0643,2054059.0979891
2006-01-27,17.0643,17.4849,17.0145,17.4343,4465276.1831506
2006-01-30,17.2773,17.3843,17.1712,17.3843,1179004.4359169
2006-01-31,17.3843,17.3843,16.6453,16.6453,1799761.5368619
2006-02-01,16.589,17.1214,16.4321,17.1214,1231922.947097
2006-02-02,17.1712,17.3281,16.9589,17.0643,1501358.3779551
2006-02-03,16.9082,17.3281,16.4885,16.4885,2102758.8993543
2006-02-06,16.6453,17.3281,16.6453,17.3281,1243482.4357943
2006-02-07,17.1214,17.2773,16.9589,17.222,1016045.1128436
2006-02-08,17.1214,17.3281,17.0145,17.2773,1256894.5262081
2006-02-09,17.2773,17.4849,17.222,17.3281,1582084.5652367
2006-02-10,17.1712,17.3281,17.1214,17.222,1100442.932923
2006-02-13,17.1712,17.3281,17.1214,17.1712,1197864.9160769
2006-02-14,17.1712,17.2773,17.0643,17.1712,1853836.3699189
2006-02-15,17.1214,17.3281,17.1214,17.3281,1336622.2979336
2006-02-16,17.222,17.222,16.7506,17.0145,1817188.4265661
2006-02-17,17.0643,17.6474,16.9589,17.5911,2924004.8067368
2006-02-20,17.542,17.9112,17.4343,17.9112,1965266.011421
2006-02-21,17.8042,18.1179,17.6474,18.1179,1933605.1724207
2006-02-22,18.0672,18.0672,17.7471,17.8557,1432304.8248449
2006-02-23,17.8042,18.0118,17.7471,18.0118,1320232.3678478
2006-02-24,17.9112,18.3817,17.9112,18.3817,1309556.9058758
2006-02-27,18.3817,18.7002,18.2747,18.331,1831785.4360644
2006-02-28,18.2747,18.7002,17.8042,18.2241,2297596.6488779
2006-03-01,18.2747,18.6446,18.0672,18.5385,1852988.4005426
2006-03-02,18.4879,18.8578,18.4879,18.8578,1681068.2046027
2006-03-03,18.9076,18.9076,18.4879,18.8016,1610122.2623564
2006-03-06,18.594,18.9076,18.5385,18.9076,1768685.0755842
2006-03-07,18.7002,18.75,18.0118,18.4372,2634788.8116446
2006-03-08,18.3817,18.4372,17.9619,18.0672,1862896.711334
2006-03-09,18.0672,18.331,17.9619,18.0672,1377731.4056884
2006-03-10,18.0118,18.1179,17.5911,17.8557,2735797.8793303
2006-03-13,17.8557,17.9619,17.4849,17.7471,1185328.1488903
2006-03-14,17.542,17.6474,17.1214,17.1214,1902604.5559112
2006-03-15,17.4849,17.7471,17.4343,17.5911,1300799.9435337
2006-03-16,17.6474,18.1741,17.6474,18.1741,1496897.2135532
2006-03-17,18.331,18.7002,18.1741,18.5385,3863102.2937866
2006-03-20,18.4372,18.4879,18.0118,18.0672,859645.74054645
2006-03-21,18.2241,18.2747,17.9112,17.9112,1331167.691403
2006-03-22,17.8557,17.9112,17.542,17.6474,2190822.1354474
2006-03-23,17.8042,18.1179,17.7471,18.0672,1297987.4703237
2006-03-24,18.1741,18.4372,18.1179,18.331,959755.86122468
2006-03-27,18.331,18.3817,18.0672,18.3817,731428.29476451
2006-03-28,18.331,18.3817,17.9619,17.9619,559173.63583012
2006-03-29,17.6474,17.9112,17.3281,17.8557,1069167.5345483
2006-03-30,18.0118,18.2241,17.8557,17.9619,1473892.6249895
2006-03-31,17.9112,18.2747,17.9112,18.2747,1105008.539301
2006-04-03,18.1741,18.7002,18.1741,18.6446,1368718.3118338
2006-04-04,18.5385,18.594,18.2241,18.4879,1649158.694231
2006-04-05,18.4372,18.594,17.9619,18.0118,1349956.0568654
2006-04-06,18.1741,18.2747,17.9619,18.2241,2022318.6841499
2006-04-07,18.2241,18.7002,18.2241,18.4879,2084903.0515345
2006-04-10,18.4879,18.6446,18.2747,18.6446,1362572.3988909
2006-04-11,18.4372,18.5385,18.2747,18.4879,952599.09915722
2006-04-12,18.4372,18.6446,18.331,18.6446,427728.43564803
2006-04-13,18.6446,18.9076,18.4372,18.4879,1504852.2107226
2006-04-18,18.594,19.12,18.5385,18.9632,1716434.2470361
2006-04-19,19.12,19.3847,18.9632,19.3847,1289770.1248574
2006-04-20,19.3331,20.4873,19.2261,20.4367,2037776.096593
2006-04-21,20.2243,21.2763,20.1736,21.0696,2703704.3521439
2006-04-24,20.4873,21.7026,20.4873,21.3832,3737242.252605
2006-04-25,21.1194,21.2763,20.8058,20.9128,1863624.0750953
2006-04-26,20.8572,20.9626,20.5934,20.8058,3221706.7123763
2006-04-27,20.8058,20.9128,19.8608,20.123,2857197.9994667
2006-04-28,19.8608,20.386,19.6469,20.3305,2279004.7337988
2006-05-02,20.1736,20.3305,19.9106,19.9613,3573182.5587135
2006-05-04,20.2243,20.386,20.0168,20.279,3137934.3007959
2006-05-05,20.4873,20.5436,20.0666,20.4367,1883622.2267792
2006-05-08,20.3305,20.4873,20.1736,20.3305,1977690.8764905
2006-05-09,20.279,20.386,20.0666,20.2243,1860870.0396575
2006-05-10,20.0666,20.3305,20.0666,20.279,1378837.9932909
2006-05-11,20.3305,20.9128,20.279,20.8058,3106932.4409295
2006-05-12,20.4873,20.7494,20.4367,20.7494,1553907.6121489
2006-05-15,20.4873,20.5436,19.9613,20.279,1129873.1897224
2006-05-16,20.0168,20.4367,19.9613,20.1736,2155366.5713203
2006-05-17,20.1736,20.279,19.2769,19.2769,1984106.5978714
2006-05-18,19.1707,19.6469,19.12,19.3331,2261340.362935
2006-05-19,19.4908,19.753,19.2769,19.5961,3775673.1696904
2006-05-22,19.3331,19.6469,18.8578,18.9076,3413999.3104141
2006-05-23,18.75,19.2769,18.331,18.9076,5243603.8985518
2006-05-24,18.8578,19.0645,18.1741,18.2747,3874945.2678472
2006-05-25,18.1741,18.75,17.6474,18.4372,3479592.6013921
2006-05-26,18.7002,18.9076,18.2747,18.2747,2097192.3907066
2006-05-29,18.4372,18.8016,18.1179,18.1741,873045.39739167
2006-05-30,18.0118,18.2747,17.9112,18.0118,714645.46391207
2006-05-31,17.8042,18.4879,17.6474,18.331,2501857.8000188
2006-06-01,18.5385,19.0138,18.4372,18.9632,2173776.9562982
2006-06-02,19.12,19.8608,19.0138,19.6967,1938165.8053713
2006-06-05,19.5407,19.9106,19.3847,19.753,1216312.6017605
2006-06-06,19.3331,19.5961,18.9632,18.9632,922682.68982691
2006-06-07,19.0645,19.3331,18.75,18.9632,2292472.7752711
2006-06-08,18.5385,18.9632,18.331,18.7002,3538620.9681664
2006-06-09,18.75,18.9632,18.3817,18.594,3239476.7685731
2006-06-12,18.3817,18.3817,17.8042,18.2747,3599249.5352153
2006-06-13,17.3281,17.9112,16.8012,17.6474,4052817.4130603
2006-06-14,17.2773,17.8042,17.0145,17.3843,3178159.3818255
2006-06-16,17.6474,18.1741,16.6453,16.6453,3619854.4450454
2006-06-19,17.3843,17.542,17.1712,17.542,2793231.0192574
2006-06-20,17.1712,17.8042,17.1712,17.4343,2966905.5917222
2006-06-21,17.5911,18.0672,17.4849,18.0118,2778293.3299804
